y_true,y_score,subject
0.0,0.007067793,x06
0.0,0.013826232,x06
0.0,0.008824537,x06
0.0,0.005986008,x06
0.0,0.0070178076,x06
0.0,0.013521059,x06
0.0,0.016084412,x06
0.0,0.024793554,x06
0.0,0.02746793,x06
0.0,0.033253465,x06
0.0,0.0323537,x06
0.0,0.022110948,x06
0.0,0.020837376,x06
0.0,0.021142812,x06
0.0,0.014429558,x06
0.0,0.025199017,x06
0.0,0.014682551,x06
0.0,0.010431182,x06
0.0,0.016886013,x06
0.0,0.018043723,x06
0.0,0.023203205,x06
0.0,0.02987631,x06
0.0,0.026834624,x06
0.0,0.03920517,x06
0.0,0.03344999,x06
0.0,0.017652664,x06
0.0,0.011453167,x06
0.0,0.028512457,x06
0.0,0.07806761,x06
0.0,0.2492472,x06
0.0,0.25514126,x06
0.0,0.20830636,x06
0.0,0.27107108,x06
0.0,0.23376156,x06
0.0,0.30276182,x06
0.0,0.3738266,x06
0.0,0.33203208,x06
0.0,0.008442505,x06
0.0,0.016775042,x06
0.0,0.03733482,x06
0.0,0.04131672,x06
0.0,0.035635993,x06
0.0,0.16609927,x06
0.0,0.28455892,x06
0.0,0.33018595,x06
0.0,0.32289025,x06
0.0,0.035199247,x06
0.0,0.027634185,x06
0.0,0.026719239,x06
0.0,0.32923082,x06
0.0,0.23478676,x06
0.0,0.16145612,x06
0.0,0.08231984,x06
0.0,0.03999311,x06
0.0,0.025388004,x06
0.0,0.1720444,x06
0.0,0.1961616,x06
0.0,0.2390979,x06
0.0,0.24769789,x06
0.0,0.24189638,x06
0.0,0.018759504,x06
0.0,0.0036082442,x06
0.0,0.0038893155,x06
0.0,0.0044896333,x06
0.0,0.008977802,x06
0.0,0.02367839,x06
0.0,0.059792403,x06
0.0,0.037894275,x06
0.0,0.09289108,x06
0.0,0.060874216,x06
0.0,0.021547878,x06
0.0,0.025035365,x06
0.0,0.017063575,x06
0.0,0.01597515,x06
0.0,0.012464576,x06
0.0,0.007837077,x06
0.0,0.012640353,x06
0.0,0.012946977,x06
0.0,0.006066264,x06
0.0,0.0067911088,x06
0.0,0.008169652,x06
0.0,0.012995379,x06
0.0,0.009245353,x06
0.0,0.010317912,x06
0.0,0.0072208177,x06
0.0,0.033736322,x06
0.0,0.0652341,x06
0.0,0.045695987,x06
0.0,0.042840686,x06
0.0,0.013322152,x06
0.0,0.0059887427,x06
0.0,0.003936961,x06
0.0,0.002410355,x06
0.0,0.004729678,x06
0.0,0.0041873194,x06
0.0,0.004135468,x06
0.0,0.0028604786,x06
0.0,0.0015277846,x06
0.0,0.0022930936,x06
0.0,0.0027885907,x06
0.0,0.0053936364,x06
0.0,0.0031864345,x06
0.0,0.0046084607,x06
0.0,0.023451582,x06
0.0,0.03422337,x06
0.0,0.013630012,x06
0.0,0.016697703,x06
0.0,0.013698198,x06
0.0,0.013930449,x06
0.0,0.017535375,x06
0.0,0.017149046,x06
0.0,0.19969594,x06
0.0,0.21336977,x06
0.0,0.18088704,x06
0.0,0.20106773,x06
0.0,0.18511352,x06
0.0,0.0105047915,x06
0.0,0.015537555,x06
0.0,0.020120943,x06
0.0,0.024054049,x06
0.0,0.36122602,x06
0.0,0.3940872,x06
0.0,0.38320252,x06
0.0,0.41315478,x06
0.0,0.2951903,x06
0.0,0.3055799,x06
0.0,0.3310168,x06
0.0,0.28462577,x06
0.0,0.3417921,x06
0.0,0.27668774,x06
0.0,0.098471016,x06
0.0,0.01267456,x06
0.0,0.023601504,x06
0.0,0.012866811,x06
0.0,0.011042705,x06
0.0,0.015344435,x06
0.0,0.009208035,x06
0.0,0.09931606,x06
0.0,0.39884722,x06
0.0,0.38758466,x06
0.0,0.352613,x06
0.0,0.34746176,x06
0.0,0.20961305,x06
0.0,0.017070165,x06
0.0,0.005265766,x06
0.0,0.00456174,x06
0.0,0.0033189591,x06
0.0,0.0033638936,x06
0.0,0.0103981625,x06
0.0,0.020143624,x06
0.0,0.01912901,x06
0.0,0.04310238,x06
0.0,0.034800548,x06
0.0,0.053866893,x06
0.0,0.06741323,x06
0.0,0.09496585,x06
0.0,0.116633095,x06
0.0,0.043395754,x06
0.0,0.01973918,x06
0.0,0.021967065,x06
0.0,0.053255834,x06
0.0,0.3683285,x06
0.0,0.32267785,x06
0.0,0.32492715,x06
0.0,0.29233426,x06
0.0,0.22314999,x06
0.0,0.04720766,x06
0.0,0.0071375296,x06
0.0,0.009298743,x06
0.0,0.005897713,x06
0.0,0.009700246,x06
0.0,0.029975161,x06
0.0,0.026733652,x06
0.0,0.05037959,x06
0.0,0.07503894,x06
0.0,0.052517854,x06
0.0,0.2026699,x06
0.0,0.21872589,x06
0.0,0.19910932,x06
0.0,0.17685206,x06
0.0,0.19154663,x06
0.0,0.49554735,x06
0.0,0.022482932,x06
0.0,0.011266232,x06
0.0,0.0104270335,x06
0.0,0.013114901,x06
0.0,0.017278424,x06
0.0,0.024552241,x06
0.0,0.05153134,x06
0.0,0.08676633,x06
0.0,0.032163154,x06
0.0,0.014845826,x06
0.0,0.0041601793,x06
0.0,0.24343643,x06
0.0,0.34065422,x06
0.0,0.42846367,x06
0.0,0.5839933,x06
0.0,0.53640467,x06
0.0,0.36929077,x06
0.0,0.33877486,x06
0.0,0.27300832,x06
0.0,0.022375396,x06
0.0,0.014142897,x06
0.0,0.06286639,x06
0.0,0.0491763,x06
0.0,0.012762228,x06
0.0,0.017887684,x06
0.0,0.05298967,x06
0.0,0.05630641,x06
0.0,0.053760324,x06
0.0,0.040812783,x06
0.0,0.0978795,x06
0.0,0.1372077,x06
0.0,0.10636553,x06
0.0,0.04282493,x06
0.0,0.03617514,x06
0.0,0.0083986735,x06
0.0,0.04544913,x06
0.0,0.029920112,x06
0.0,0.041724414,x06
0.0,0.010294193,x06
0.0,0.007449819,x06
0.0,0.29356012,x06
0.0,0.3604421,x06
0.0,0.32258728,x06
0.0,0.35256118,x06
0.0,0.27498406,x06
0.0,0.053403083,x06
0.0,0.122137316,x06
0.0,0.24264234,x06
0.0,0.26941735,x06
0.0,0.34749725,x06
0.0,0.34763712,x06
0.0,0.066148326,x06
0.0,0.030519811,x06
0.0,0.038368154,x06
0.0,0.3230815,x06
0.0,0.39687452,x06
0.0,0.56338716,x06
0.0,0.5700527,x06
0.0,0.512525,x06
0.0,0.15915655,x06
0.0,0.07636944,x06
0.0,0.037627243,x06
0.0,0.23075776,x06
0.0,0.27190673,x06
0.0,0.29217124,x06
0.0,0.25326398,x06
0.0,0.249218,x06
0.0,0.0060790232,x06
0.0,0.007983614,x06
0.0,0.013190246,x06
0.0,0.012276553,x06
0.0,0.07884699,x06
0.0,0.09518749,x06
0.0,0.12194544,x06
0.0,0.16289097,x06
0.0,0.09484917,x06
0.0,0.28786293,x06
0.0,0.2807043,x06
0.0,0.22950312,x06
0.0,0.06802141,x06
0.0,0.019416034,x06
0.0,0.0067843613,x06
0.0,0.0030854826,x06
0.0,0.004922842,x06
0.0,0.013316159,x06
0.0,0.018339494,x06
0.0,0.046731036,x06
0.0,0.14668547,x06
0.0,0.11036152,x06
0.0,0.17724958,x06
0.0,0.13228898,x06
0.0,0.03667571,x06
0.0,0.028807145,x06
0.0,0.09666802,x06
0.0,0.058541246,x06
0.0,0.03277512,x06
0.0,0.028215349,x06
0.0,0.043162312,x06
0.0,0.19711587,x06
0.0,0.36998934,x06
0.0,0.51308185,x06
0.0,0.54162884,x06
0.0,0.47297058,x06
0.0,0.0046070176,x06
0.0,0.0057452843,x06
0.0,0.0064594066,x06
0.0,0.014076367,x06
0.0,0.29085353,x06
0.0,0.31343657,x06
0.0,0.32405558,x06
0.0,0.36884323,x06
0.0,0.32774124,x06
0.0,0.029757425,x06
0.0,0.037966587,x06
0.0,0.013307705,x06
0.0,0.0071201515,x06
0.0,0.009369064,x06
0.0,0.0085926885,x06
0.0,0.023118827,x06
0.0,0.01900008,x06
0.0,0.011597994,x06
0.0,0.012641378,x06
0.0,0.009654484,x06
0.0,0.008974583,x06
0.0,0.3395918,x06
0.0,0.14721105,x05
0.0,0.13803212,x05
0.0,0.34518868,x05
0.0,0.19582802,x05
0.0,0.3625411,x05
0.0,0.5184524,x05
0.0,0.5143087,x05
0.0,0.51266634,x05
0.0,0.5068685,x05
0.0,0.6290378,x05
0.0,0.54766315,x05
0.0,0.19289833,x05
0.0,0.18883137,x05
0.0,0.18090643,x05
0.0,0.19386777,x05
0.0,0.18499507,x05
0.0,0.29272193,x05
0.0,0.40596953,x05
0.0,0.56370026,x05
0.0,0.6147842,x05
0.0,0.47921288,x05
0.0,0.49869943,x05
0.0,0.47100705,x05
1.0,0.4231103,x05
0.0,0.4562762,x05
0.0,0.37071234,x05
0.0,0.33884203,x05
0.0,0.2988101,x05
0.0,0.44912207,x05
0.0,0.43173492,x05
0.0,0.55829304,x05
0.0,0.49481702,x05
0.0,0.25341055,x05
0.0,0.71207875,x05
0.0,0.70901304,x05
1.0,0.73519546,x05
1.0,0.57339877,x05
1.0,0.5747182,x05
1.0,0.5593852,x05
0.0,0.60199535,x05
0.0,0.5935756,x05
1.0,0.67018914,x05
0.0,0.77482367,x05
0.0,0.8149136,x05
1.0,0.80152935,x05
1.0,0.8038931,x05
1.0,0.7384406,x05
1.0,0.93182075,x05
1.0,0.8323439,x05
1.0,0.8149495,x05
1.0,0.83554643,x05
1.0,0.87663513,x05
1.0,0.9014846,x05
1.0,0.938498,x05
1.0,0.9279768,x05
1.0,0.88155043,x05
1.0,0.9089953,x05
1.0,0.86862963,x05
1.0,0.87392884,x05
1.0,0.8896621,x05
1.0,0.91705316,x05
1.0,0.93893564,x05
1.0,0.24451162,x05
1.0,0.25420552,x05
1.0,0.23435995,x05
0.0,0.25440225,x05
0.0,0.21959956,x05
0.0,0.11089341,x05
0.0,0.029694427,x05
0.0,0.036752895,x05
0.0,0.05055618,x05
0.0,0.08115099,x05
0.0,0.3783845,x05
0.0,0.519784,x05
0.0,0.55248576,x05
0.0,0.699707,x05
0.0,0.7599821,x05
0.0,0.79243624,x05
0.0,0.78793216,x05
0.0,0.8567882,x05
0.0,0.85088146,x05
0.0,0.85821754,x05
1.0,0.88600135,x05
1.0,0.91381085,x05
1.0,0.9404244,x05
1.0,0.90787697,x05
1.0,0.9077527,x05
1.0,0.91077995,x05
1.0,0.85038114,x05
1.0,0.807934,x05
1.0,0.8151534,x05
1.0,0.82581145,x05
1.0,0.8176383,x05
1.0,0.90699893,x05
1.0,0.879166,x05
1.0,0.75760627,x05
0.0,0.7532031,x05
0.0,0.3169892,x05
0.0,0.05567677,x05
0.0,0.32898384,x05
0.0,0.4175725,x05
0.0,0.45537892,x05
0.0,0.5879515,x05
0.0,0.62534356,x05
0.0,0.55296445,x05
0.0,0.7145542,x05
0.0,0.7786248,x05
1.0,0.80597574,x05
1.0,0.8033162,x05
0.0,0.7401323,x05
0.0,0.7604608,x05
1.0,0.28450873,x05
0.0,0.26373458,x05
0.0,0.29048127,x05
1.0,0.32435626,x05
1.0,0.33451876,x05
1.0,0.83975726,x05
1.0,0.9093002,x05
1.0,0.92274797,x05
1.0,0.9286329,x05
1.0,0.92364895,x05
1.0,0.9246247,x05
1.0,0.9091937,x05
1.0,0.93570197,x05
1.0,0.8772277,x05
1.0,0.88049734,x05
1.0,0.83008647,x05
1.0,0.84127927,x05
1.0,0.7855575,x05
1.0,0.82569164,x05
1.0,0.8088629,x05
1.0,0.8416426,x05
0.0,0.7522575,x05
0.0,0.5966988,x05
0.0,0.10670795,x05
0.0,0.10545935,x05
0.0,0.1639539,x05
0.0,0.5833289,x05
0.0,0.5101208,x05
0.0,0.63899523,x05
0.0,0.51674616,x05
0.0,0.40284756,x05
0.0,0.5755827,x05
0.0,0.54379916,x05
0.0,0.6012566,x05
0.0,0.6506478,x05
0.0,0.473275,x05
0.0,0.30816263,x05
0.0,0.7016181,x05
0.0,0.68931687,x05
0.0,0.6047278,x05
0.0,0.621537,x05
0.0,0.62002,x05
0.0,0.6607306,x05
0.0,0.849295,x05
1.0,0.79147524,x05
1.0,0.75813615,x05
1.0,0.69592804,x05
1.0,0.80881625,x05
1.0,0.80630714,x05
1.0,0.88622594,x05
1.0,0.9002212,x05
1.0,0.90351826,x05
1.0,0.89460886,x05
1.0,0.8581617,x05
1.0,0.84050924,x05
1.0,0.91119623,x05
1.0,0.6823033,x05
1.0,0.7687112,x05
1.0,0.8001116,x05
1.0,0.8238436,x05
1.0,0.74523056,x05
1.0,0.6503724,x05
1.0,0.9008668,x05
1.0,0.89413434,x05
1.0,0.9116872,x05
1.0,0.9133233,x05
1.0,0.8958792,x05
1.0,0.8708471,x05
1.0,0.83252704,x05
1.0,0.8125939,x05
1.0,0.798532,x05
1.0,0.8336847,x05
1.0,0.75784475,x05
1.0,0.8759988,x05
1.0,0.8954688,x05
1.0,0.92690796,x05
1.0,0.92899406,x05
1.0,0.937136,x05
1.0,0.9438283,x05
1.0,0.93292516,x05
1.0,0.9386047,x05
1.0,0.9416812,x05
1.0,0.84087384,x05
1.0,0.8577922,x05
1.0,0.7981213,x05
1.0,0.8702739,x05
1.0,0.90300506,x05
1.0,0.8634596,x05
1.0,0.82314444,x05
1.0,0.87526554,x05
1.0,0.9100407,x05
1.0,0.89252704,x05
1.0,0.8935018,x05
1.0,0.8659309,x05
1.0,0.92465985,x05
1.0,0.93612504,x05
1.0,0.9003184,x05
1.0,0.8517002,x05
1.0,0.856903,x05
1.0,0.8472329,x05
1.0,0.88454276,x05
1.0,0.93211114,x05
1.0,0.9440298,x05
1.0,0.95310616,x05
1.0,0.96691936,x05
1.0,0.9442603,x05
1.0,0.77408105,x05
1.0,0.6504827,x05
1.0,0.6315519,x05
1.0,0.6968111,x05
1.0,0.68146974,x05
1.0,0.9297251,x05
1.0,0.92806894,x05
1.0,0.9371742,x05
1.0,0.93849665,x05
1.0,0.91264987,x05
1.0,0.8969126,x05
1.0,0.9246813,x05
1.0,0.9188925,x05
1.0,0.91052043,x05
1.0,0.9259162,x05
1.0,0.8296021,x05
1.0,0.8645494,x05
1.0,0.76206887,x05
1.0,0.84236044,x05
1.0,0.78313035,x05
1.0,0.75642574,x05
1.0,0.8346477,x05
1.0,0.78520626,x05
1.0,0.8546652,x05
1.0,0.8932655,x05
1.0,0.8561304,x05
1.0,0.8798908,x05
1.0,0.8799511,x05
1.0,0.8242675,x05
1.0,0.8518865,x05
1.0,0.7861065,x05
1.0,0.89465386,x05
1.0,0.9095176,x05
1.0,0.920993,x05
1.0,0.9176074,x05
1.0,0.94605464,x05
1.0,0.8346447,x05
1.0,0.8174292,x05
1.0,0.84120196,x05
1.0,0.8286621,x05
1.0,0.72288513,x05
1.0,0.88396144,x05
1.0,0.8902469,x05
1.0,0.76181537,x05
1.0,0.69121975,x05
1.0,0.63851154,x05
0.0,0.56485486,x05
0.0,0.5659258,x05
0.0,0.36495852,x05
1.0,0.45868456,x05
1.0,0.4960906,x05
0.0,0.526517,x05
0.0,0.360899,x05
0.0,0.5887361,x05
0.0,0.6266906,x05
0.0,0.8996095,x05
1.0,0.9395419,x05
1.0,0.94046926,x05
1.0,0.8233316,x05
1.0,0.8153873,x05
1.0,0.8368238,x05
1.0,0.8597882,x05
1.0,0.8466495,x05
1.0,0.91968304,x05
1.0,0.9281224,x05
1.0,0.7929968,x05
1.0,0.75076526,x05
1.0,0.8274136,x05
1.0,0.7743784,x05
1.0,0.84539205,x05
1.0,0.9412087,x05
1.0,0.90119225,x05
1.0,0.93612134,x05
1.0,0.9356259,x05
1.0,0.9165485,x05
1.0,0.92991596,x05
1.0,0.8984435,x05
1.0,0.89388794,x05
1.0,0.884,x05
1.0,0.9070575,x05
1.0,0.20906278,x05
1.0,0.22113594,x05
0.0,0.21991344,x05
0.0,0.20195802,x05
0.0,0.19705135,x05
1.0,0.815956,x05
1.0,0.85769576,x05
1.0,0.7511186,x05
1.0,0.7830705,x05
1.0,0.6982125,x05
1.0,0.6915367,x05
1.0,0.77535754,x05
1.0,0.87129676,x05
1.0,0.6981837,x05
1.0,0.8169273,x05
1.0,0.8023906,x05
1.0,0.7687675,x05
1.0,0.6997498,x05
1.0,0.9484524,x05
1.0,0.9334794,x05
1.0,0.91712785,x05
1.0,0.91353583,x05
1.0,0.8733478,x05
1.0,0.87833065,x05
1.0,0.9281379,x05
1.0,0.9439507,x05
1.0,0.914289,x05
1.0,0.9394528,x05
1.0,0.9237099,x05
1.0,0.92284214,x05
1.0,0.9315261,x05
1.0,0.8878195,x05
1.0,0.8785998,x05
0.0,0.87840605,x05
1.0,0.57107365,x05
0.0,0.44253823,x05
0.0,0.48777622,x05
0.0,0.4307123,x05
0.0,0.44654506,x05
0.0,0.51544464,x05
0.0,0.17738308,x05
0.0,0.13599367,x05
0.0,0.021884412,x05
0.0,0.09298804,x05
0.0,0.104405776,x05
0.0,0.059015084,x05
0.0,0.118053645,x05
0.0,0.21073052,x05
0.0,0.14379013,x05
0.0,0.24408802,x05
0.0,0.13018566,x05
0.0,0.293518,x05
0.0,0.36349744,x05
0.0,0.4112381,x05
0.0,0.41598248,x05
0.0,0.54605174,x05
0.0,0.46712303,x05
0.0,0.5707082,x05
0.0,0.30859557,x05
0.0,0.54172873,x05
0.0,0.5068647,x05
0.0,0.6177445,x05
0.0,0.73551667,x05
0.0,0.7000418,x05
0.0,0.49548292,x05
0.0,0.4581574,x05
0.0,0.30034,x05
0.0,0.4747474,x05
0.0,0.61327285,x05
0.0,0.64282244,x05
0.0,0.698155,x05
0.0,0.70348316,x05
0.0,0.6546946,x05
0.0,0.63601595,x05
1.0,0.72303885,x05
1.0,0.7034891,x05
1.0,0.7102288,x05
1.0,0.7678807,x05
1.0,0.6461167,x05
1.0,0.7394809,x05
1.0,0.75059533,x05
1.0,0.9185767,x05
1.0,0.9528486,x05
1.0,0.94142824,x05
1.0,0.93386865,x05
1.0,0.9375304,x05
1.0,0.9255371,x05
1.0,0.86626595,x05
1.0,0.9008269,x05
1.0,0.933506,x05
1.0,0.9436225,x05
1.0,0.8871259,x05
1.0,0.90264446,x05
1.0,0.9125436,x05
1.0,0.9391725,x05
1.0,0.79414713,x05
1.0,0.79373044,x05
1.0,0.8288257,x05
1.0,0.86341435,x05
1.0,0.8434686,x05
1.0,0.9327032,x05
1.0,0.9556767,x05
1.0,0.9528658,x05
1.0,0.95330584,x05
1.0,0.9280817,x05
1.0,0.93683803,x05
1.0,0.7216957,x05
1.0,0.7640838,x05
1.0,0.6980477,x05
1.0,0.72833943,x05
1.0,0.6245662,x05
1.0,0.8369198,x05
1.0,0.9092211,x05
1.0,0.9100872,x05
1.0,0.94293976,x05
1.0,0.92325777,x05
1.0,0.9184614,x05
1.0,0.8859109,x05
1.0,0.83264697,x05
1.0,0.871121,x05
1.0,0.8349575,x05
0.0,0.7959286,x05
1.0,0.57660043,x05
0.0,0.31571868,x05
0.0,0.15143731,x05
0.0,0.12229574,x05
0.0,0.18529256,x05
0.0,0.1746913,x05
0.0,0.20586935,x05
0.0,0.37350273,x05
0.0,0.41402596,x05
0.0,0.24459986,x05
0.0,0.3481527,x05
0.0,0.46352923,x05
0.0,0.45226708,x05
0.0,0.48321456,x05
0.0,0.56232643,x05
0.0,0.41867948,x05
0.0,0.353891,x05
0.0,0.4510663,x05
0.0,0.6293479,x05
0.0,0.40478086,x05
0.0,0.46494302,x05
0.0,0.6858357,x05
1.0,0.6121209,x05
1.0,0.73403,x05
0.0,0.67037874,x05
1.0,0.5362831,x05
1.0,0.60534734,x05
1.0,0.64735824,x05
1.0,0.7928287,x05
1.0,0.8112804,x05
1.0,0.81876737,x05
1.0,0.722176,x05
1.0,0.58790547,x05
1.0,0.7570312,x05
1.0,0.8209893,x05
1.0,0.8201829,x05
1.0,0.7801926,x05
1.0,0.8301913,x05
1.0,0.87559044,x05
1.0,0.8713191,x05
1.0,0.8233119,x05
1.0,0.79926705,x05
1.0,0.7643343,x05
1.0,0.6317105,x05
1.0,0.66898054,x05
1.0,0.7559922,x05
1.0,0.71491355,x05
1.0,0.59824616,x05
1.0,0.49505615,x05
1.0,0.4547217,x05
1.0,0.4031491,x05
1.0,0.40408298,x05
0.0,0.4273037,x05
0.0,0.23960024,x05
0.0,0.11324085,x05
0.0,0.17906435,x05
0.0,0.4227862,x05
0.0,0.33220932,x05
0.0,0.55466586,x05
0.0,0.6102069,x05
0.0,0.68527937,x05
0.0,0.7499998,x05
1.0,0.7446898,x05
0.0,0.6170028,x05
0.0,0.7089799,x05
0.0,0.70365554,x05
0.0,0.70291084,x05
0.0,0.6646758,x05
1.0,0.8227705,x05
0.0,0.69636333,x05
1.0,0.48122346,x05
1.0,0.54471636,x05
0.0,0.49090058,x05
0.0,0.51869667,x05
1.0,0.5783945,x05
1.0,0.3791928,x05
1.0,0.57633793,x05
1.0,0.74180573,x05
1.0,0.70730054,x05
1.0,0.6359206,x05
0.0,0.5965644,x05
0.0,0.12332512,x11
0.0,0.13131359,x11
0.0,0.14090757,x11
0.0,0.14733423,x11
0.0,0.14775799,x11
0.0,0.14922445,x11
0.0,0.13491175,x11
0.0,0.14899041,x11
0.0,0.15414733,x11
0.0,0.14617705,x11
0.0,0.1270062,x11
0.0,0.13529503,x11
0.0,0.11412559,x11
0.0,0.110264726,x11
0.0,0.12459911,x11
0.0,0.18320659,x11
0.0,0.13107926,x11
0.0,0.12362016,x11
0.0,0.12116102,x11
0.0,0.12712234,x11
0.0,0.13093947,x11
0.0,0.16309339,x11
0.0,0.14378776,x11
0.0,0.13904132,x11
0.0,0.19424215,x11
0.0,0.14340262,x11
0.0,0.17546457,x11
0.0,0.18785731,x11
0.0,0.17323896,x11
0.0,0.1578167,x11
0.0,0.17376737,x11
0.0,0.17123473,x11
0.0,0.15860327,x11
0.0,0.16989997,x11
0.0,0.165314,x11
0.0,0.16840254,x11
0.0,0.31715792,x11
0.0,0.22425582,x11
0.0,0.14104843,x11
0.0,0.17936736,x11
0.0,0.2233684,x11
0.0,0.14839944,x11
0.0,0.16133808,x11
0.0,0.16463384,x11
0.0,0.15562618,x11
0.0,0.16245407,x11
0.0,0.13711071,x11
0.0,0.18349937,x11
0.0,0.28202355,x11
0.0,0.20039412,x11
0.0,0.20214042,x11
0.0,0.27573255,x11
0.0,0.33192268,x11
0.0,0.29308185,x11
0.0,0.30358177,x11
0.0,0.29021192,x11
0.0,0.29122958,x11
0.0,0.27190086,x11
0.0,0.32216406,x11
0.0,0.31802523,x11
0.0,0.37715268,x11
0.0,0.3434157,x11
0.0,0.18749544,x11
0.0,0.19539507,x11
0.0,0.18771094,x11
0.0,0.20325638,x11
0.0,0.15890937,x11
0.0,0.15495278,x11
0.0,0.11477651,x11
0.0,0.12870109,x11
0.0,0.11943229,x11
0.0,0.30328992,x11
0.0,0.26220948,x11
0.0,0.27502513,x11
0.0,0.3465467,x11
0.0,0.32696903,x11
0.0,0.20295358,x11
0.0,0.22722697,x11
0.0,0.20647964,x11
0.0,0.26501772,x11
0.0,0.17420298,x11
0.0,0.19253159,x11
0.0,0.26216045,x11
0.0,0.26938182,x11
0.0,0.21566369,x11
0.0,0.22027488,x11
0.0,0.2817463,x11
0.0,0.39768898,x11
0.0,0.4360613,x11
0.0,0.38385567,x11
0.0,0.35693583,x11
0.0,0.18176267,x11
0.0,0.19177741,x11
0.0,0.17901549,x11
0.0,0.15886736,x11
0.0,0.12107279,x11
0.0,0.3256069,x11
0.0,0.28651458,x11
0.0,0.24373932,x11
0.0,0.29023224,x11
0.0,0.28170195,x11
0.0,0.20655516,x11
0.0,0.16430958,x11
0.0,0.22004262,x11
0.0,0.27128595,x11
0.0,0.34573758,x11
0.0,0.30933148,x11
0.0,0.24543738,x11
0.0,0.20636605,x11
0.0,0.18729225,x11
0.0,0.17650032,x11
0.0,0.16722864,x11
0.0,0.20226775,x11
0.0,0.21413557,x11
1.0,0.2197144,x11
0.0,0.22002575,x11
0.0,0.23558299,x11
0.0,0.35546806,x11
0.0,0.39921066,x11
0.0,0.48523915,x11
0.0,0.41981184,x11
0.0,0.38747972,x11
0.0,0.14320329,x11
0.0,0.22605471,x11
0.0,0.23993215,x11
0.0,0.2450438,x11
0.0,0.1898197,x11
0.0,0.21278496,x11
0.0,0.18033458,x11
1.0,0.25710484,x11
0.0,0.1931537,x11
0.0,0.46955842,x11
0.0,0.5147359,x11
0.0,0.29439515,x11
0.0,0.31344903,x11
0.0,0.16501,x11
